Date,PAM_1,PAM_2,PAM_3,PAM_4
2020-03-18,0.9406052398,,0.93101178353324,
2020-04-18,0.9484624981415,0.77689919822126,,0.8302988270095
2020-05-18,0.880914220745,,,
2020-06-18,0.8814731218801499,,,
2020-07-18,0.8796739034600001,,,
2020-08-17,0.649388154328,,,
2020-09-18,0.83400794299,,,0.3799014601583825
2020-10-17,0.9585670161265,0.9290617155706,,
2020-11-18,0.9081830352525,,,0.89026176428
2020-12-17,0.7670896053440001,,,0.707866019033125
2021-01-18,0.97517909420865,,,0.8763537007809
2021-02-18,0.725204173666,,,
2021-03-18,0.9162132957,,,
2021-04-18,0.82601007323715,,,0.9621180233600001
2021-05-18,0.840350968105,,,0.9401846767
2021-06-18,0.9418002194,,,0.38532514272453633
2021-07-18,0.931842364695,,,0.06286463542478228
2021-09-17,0.42569752291505,,,0.2854516723907875
2021-10-17,0.728350027149,,,0.9045381636691999
2021-11-17,0.595955258243515,,,0.9688825500999999
2021-12-18,0.874439781552775,,,0.688632262962
2022-01-18,0.9013352912939,,,
2022-02-21,0.7591378745180001,,,
2022-03-18,0.6786736327185,0.918854458890272,,
2022-04-18,0.80991030385325,0.928200667846,0.7337154512259595,0.16572408629565363
2022-05-19,0.8580062750646501,,,
2022-06-18,0.8265331394915001,,,
2022-07-18,0.769442654746625,0.940994902884,,0.010859323816949951
2022-08-16,0.6855358710500001,,0.7483543218462699,
2023-01-17,0.939179408515,,0.9263257600015624,
2023-02-18,0.7632296983249999,0.7404495821741474,,
2023-03-18,0.859373792817,,,
2023-04-17,0.46898096673245,0.856610037579,,
2023-05-18,0.77252375215853,0.651255633596,,
2023-06-19,0.784654855319,,,
2023-07-18,0.712902155535,,,
2023-08-19,0.629937993075,,,
2023-09-18,0.8019465764201,0.7987336144922,,
2023-10-19,0.806933521404225,0.8754247350281,,
2023-11-19,0.64846575687,,,
2024-03-18,0.5915128168900001,,,
2024-04-20,0.7005062577833368,0.835724479437432,0.7267830741891573,0.03429330065089922
2020-03-17,,0.9249440837888,,0.98693642575
2020-05-17,,0.861191042509,,0.8566816459603119
2020-06-17,,0.830671409948,0.80839928821376,
2020-07-17,,0.849112442154,,
2020-08-18,,0.728307299840076,,
2020-09-17,,0.7991746955579021,0.8084493437297,
2020-11-17,,0.8117379348028001,,
2020-12-16,,0.9056699075068,,
2021-01-16,,0.776492754320166,,
2021-02-17,,0.8116604045678,,0.5549357732496655
2021-03-17,,0.9572360516272,,0.6774801028395665
2021-04-17,,0.7950088446971999,,
2021-05-19,,0.99857279284,,
2021-06-17,,0.8531887135148001,,
2021-07-17,,0.91560361613,,
2021-08-16,,0.7070343528835987,,
2021-09-18,,0.7389460051314,,
2022-01-17,,0.8791030850492401,0.8631785284046932,0.81739147624
2022-02-20,,0.931399353648,,0.6872474736127999
2022-05-18,,0.9551067532880001,0.7729545595580575,0.08292743193626784
2022-06-17,,0.9123912571336,0.928752820459,0.8364911606145
2022-08-17,,0.7814055115983825,,0.7885742609916775
2023-01-20,,0.8072219296206,,
2023-03-17,,0.9195799503936001,,
2023-06-17,,0.7487496759927166,0.9310473660949031,
2023-07-17,,0.7644954036088,0.9005040951659123,
2023-08-17,,0.7092553617639514,,
2023-11-17,,0.777775049536,,
2024-03-17,,0.7934359247342799,0.8124620244621541,0.42316278236473726
2020-08-16,,,0.7457010566622788,
2020-10-18,,,0.8719723104416469,0.41604533607417105
2022-03-17,,,0.8699959543781,0.6128439760943499
2022-07-17,,,0.91411725317968,
2023-02-17,,,0.7046741457478001,
2023-03-19,,,0.6753101494447512,
2023-04-18,,,0.864628956641485,
2023-05-17,,,0.8819931189479999,
2023-08-16,,,0.9437191467534081,
2020-02-18,,,,0.8835738397910401
